,L,R,F,M,C
31159,2014/03/31,36,6,8002,0.8838752809999999
31160,2014/03/31,142,8,10993,0.643373056
31161,2014/03/31,115,6,10278,0.688117338
31162,2014/03/31,249,6,7356,0.961378467
31163,2014/03/31,60,7,12491,0.5661228079999999
31164,2014/03/31,15,5,9836,0.718922326
31165,2014/03/31,135,9,9895,0.714619505
31166,2014/03/31,395,3,4714,1.5
31167,2014/03/31,578,5,8478,0.8339938659999999
31168,2014/03/31,43,2,16254,0.435
31169,2014/03/31,100,7,12370,0.571575586
31170,2014/03/31,1,8,10233,0.6909313009999999
31171,2014/03/31,50,2,13340,0.53
31172,2014/03/31,25,13,9711,0.728058902
31173,2014/03/31,73,6,10726,0.659142271
31174,2014/03/31,236,6,11690,0.6047775879999999
31175,2014/03/31,432,7,9888,0.7149271840000001
31176,2014/03/31,23,10,12025,0.587758836
31177,2014/03/31,195,4,7704,0.917377985
31178,2014/03/31,188,7,6974,1.013378262
31179,2014/03/31,11,4,7981,0.8854955520000001
31180,2014/03/31,13,7,9944,0.7106194690000001
31181,2014/03/31,68,10,7982,0.8852781259999999
31182,2014/03/31,233,6,9796,0.7213148220000001
31183,2014/03/31,131,6,9591,0.736678136
31184,2014/03/31,23,5,8323,0.848840562
31185,2014/03/31,50,7,10371,0.681175393
31186,2014/03/31,273,7,9265,0.762382083
31187,2014/03/31,458,10,7912,0.8927136
31188,2014/03/31,18,8,10240,0.6897402340000001
31189,2014/03/31,136,7,9885,0.7144167929999999
31190,2014/03/31,80,8,13895,0.508239655
31191,2014/03/31,39,14,9878,0.7148602959999999
31192,2014/03/31,82,6,10384,0.6800173340000001
31193,2014/03/31,32,10,10995,0.642200091
31194,2014/03/31,97,9,8752,0.8066819009999999
31195,2014/03/31,226,5,10740,0.657351955
31196,2014/03/31,246,6,9394,0.7515009579999999
31197,2014/03/31,337,4,9351,0.754897872
31198,2014/03/31,21,10,6900,1.023
31199,2014/03/31,205,2,7672,0.92
31200,2014/03/31,157,6,9682,0.728903119
31201,2014/03/31,22,7,12222,0.577400589
31202,2014/03/31,612,6,11248,0.627395982
31203,2014/03/31,37,5,9063,0.778589871
31204,2014/03/31,5,10,13075,0.539680306
31205,2014/03/31,191,6,8705,0.810535325
31206,2014/03/31,607,6,8345,0.845482325
31207,2014/03/31,44,6,11443,0.616572577
31208,2014/03/31,69,4,9608,0.734290175
31209,2014/03/31,659,4,11288,0.625
31210,2014/03/31,88,7,7857,0.8979088709999999
31211,2014/03/31,2,6,6815,1.035191489
31212,2014/03/31,127,10,8322,0.847678443
31213,2014/03/31,9,9,9468,0.74500845
31214,2014/03/31,149,11,9982,0.706631937
31215,2014/03/31,164,8,8574,0.822652204
31216,2014/03/31,3,4,9447,0.74650471
31217,2014/03/31,155,9,11584,0.608680939
31218,2014/03/31,170,10,10375,0.6795845779999999
31219,2014/03/31,102,10,9813,0.718495873
31220,2014/03/31,243,11,12620,0.558683835
31221,2014/03/31,377,8,12243,0.575871927
31222,2014/03/31,193,6,8160,0.863985294
31223,2014/03/31,2,9,8826,0.7987559479999999
31224,2014/03/31,207,7,7263,0.970625086
31225,2014/03/31,347,3,6011,1.172766595
31226,2014/03/31,538,7,8139,0.86610763
31227,2014/03/31,60,10,8177,0.8620154090000001
31228,2014/03/31,214,9,8413,0.83782004
31229,2014/03/31,236,8,11485,0.613655202
31230,2014/03/31,553,4,11912,0.591655473
31231,2014/03/31,148,6,7618,0.925124705
31232,2014/03/31,120,8,9815,0.718042792
31233,2014/03/31,178,6,9878,0.7134095970000001
31234,2014/03/31,185,9,9186,0.767143479
31235,2014/03/31,96,8,15616,0.45125
31236,2014/03/31,463,7,7039,1.0010796990000002
31237,2014/03/31,153,5,10222,0.689324985
31238,2014/03/31,205,9,8490,0.829929329
31239,2014/03/31,161,7,10670,0.660343018
31240,2014/03/31,123,8,8798,0.800809275
31241,2014/03/31,128,6,10696,0.6586995139999999
31242,2014/03/31,50,7,10355,0.680337035
31243,2014/03/31,15,16,10301,0.683876323
31244,2014/03/31,295,7,8094,0.8703447
31245,2014/03/31,263,8,10831,0.650404395
31246,2014/03/31,281,9,10681,0.6595159629999999
31247,2014/03/31,186,7,9097,0.7743299990000001
31248,2014/03/31,400,2,8312,0.8474494709999999
31249,2014/03/31,140,9,9094,0.7745458540000001
31250,2014/03/31,418,6,15334,0.459351767
31251,2014/03/31,112,3,5089,1.384044017
31252,2014/03/31,19,7,11389,0.618414259
31253,2014/03/31,85,19,9222,0.7637237040000001
31254,2014/03/31,118,3,8394,0.8390564690000001
31255,2014/03/31,10,4,10700,0.658224299
31256,2014/03/31,329,9,8921,0.789474274
31257,2014/03/31,97,8,6385,1.103000783
31258,2014/03/31,98,5,8861,0.7947838840000001
31259,2014/03/31,113,11,13068,0.538892715
31260,2014/03/31,16,9,9603,0.733314589
31261,2014/03/31,34,5,9835,0.716
31262,2014/03/31,119,4,7373,0.955008816
31263,2014/03/31,24,12,10683,0.659084527
31264,2014/03/31,13,6,10297,0.683732155
31265,2014/03/31,13,8,12308,0.5719922
31266,2014/03/31,139,10,12686,0.55491329
31267,2014/03/31,306,9,10254,0.686522333
31268,2014/03/31,62,5,8759,0.803673935
31269,2014/03/31,25,7,8228,0.855455761
31270,2014/03/31,222,7,10330,0.68135334
31271,2014/03/31,124,7,6650,1.058390977
31272,2014/03/31,555,2,4692,1.5
31273,2014/03/31,96,7,8535,0.824508494
31274,2014/03/31,341,7,9391,0.7493344690000001
31275,2014/03/31,17,8,9145,0.769448879
31276,2014/03/31,235,9,9825,0.7161659029999999
31277,2014/03/31,105,10,8131,0.865298241
31278,2014/03/31,81,6,10928,0.643825037
31279,2014/03/31,3,12,8788,0.80050751
31280,2014/03/31,255,4,7212,0.975377149
31281,2014/03/31,3,4,5223,1.346588168
31282,2014/03/31,205,5,8358,0.84149677
31283,2014/03/31,47,8,10231,0.687430359
31284,2014/03/31,216,8,9148,0.7687713159999999
31285,2014/03/31,23,11,9655,0.728279648
31286,2014/03/31,338,6,9943,0.707155788
31287,2014/03/31,518,5,8900,0.79
31288,2014/03/31,114,7,8795,0.799416714
31289,2014/03/31,74,2,4986,1.41
31290,2014/03/31,32,4,8251,0.852033693
31291,2014/03/31,14,10,11187,0.628410655
31292,2014/03/31,39,9,7971,0.8819031490000001
31293,2014/03/31,38,7,11853,0.593022863
31294,2014/03/31,18,11,8922,0.787797579
31295,2014/03/31,402,5,8355,0.8412567320000001
31296,2014/03/31,37,9,7992,0.879370621
31297,2014/03/31,362,9,7537,0.932393525
31298,2014/03/31,166,4,13772,0.510236712
31299,2014/03/31,207,13,13614,0.516128985
31300,2014/03/31,130,5,12157,0.577976474
31301,2014/03/31,254,7,10018,0.701359553
31302,2014/03/31,203,11,7451,0.942908334
31303,2014/03/31,41,8,11500,0.61092
31304,2014/03/31,123,8,12525,0.560874251
31305,2014/03/31,194,8,18407,0.381571141
31306,2014/03/31,214,8,11796,0.595418786
31307,2014/03/31,67,11,15857,0.442896513
31308,2014/03/31,549,5,8799,0.798028185
31309,2014/03/31,18,11,15167,0.462931364
31310,2014/03/31,280,3,10274,0.683329764
31311,2014/03/31,362,4,9246,0.7591985720000001
31312,2014/03/31,100,8,8801,0.797584365
31313,2014/03/31,81,9,9345,0.751147138
31314,2014/03/31,117,5,8924,0.7865609590000001
31315,2014/03/31,235,5,10391,0.67547878
31316,2014/03/31,75,7,11297,0.621218022
31317,2014/03/31,26,7,8530,0.822708089
31318,2014/03/31,52,11,9895,0.7091248109999999
31319,2014/03/31,114,13,9906,0.7083161720000001
31320,2014/03/31,133,8,11175,0.627864877
31321,2014/03/31,146,10,10668,0.657684664
31322,2014/03/31,58,10,10201,0.6877717870000001
31323,2014/03/31,117,10,10337,0.678685305
31324,2014/03/31,115,12,7868,0.891652262
31325,2014/03/31,6,8,8984,0.780857079
31326,2014/03/31,178,4,9512,0.7375
31327,2014/03/31,183,8,13720,0.511301749
31328,2014/03/31,112,18,20252,0.34637369100000004
31329,2014/03/31,20,9,7433,0.943718552
31330,2014/03/31,581,4,10327,0.67921468
31331,2014/03/31,699,3,5158,1.359829391
31332,2014/03/31,257,7,10168,0.6898003540000001
31333,2014/03/31,20,11,13756,0.509852428
31334,2014/03/31,235,6,8088,0.867131553
31335,2014/03/31,168,6,11770,0.59586746
31336,2014/03/31,72,5,8704,0.805752528
31337,2014/03/31,84,6,7772,0.9023263
31338,2014/03/31,65,8,11907,0.588940959
31339,2014/03/31,347,9,11797,0.5944307870000001
31340,2014/03/31,67,9,12294,0.570387994
31341,2014/03/31,5,9,11143,0.629296419
31342,2014/03/31,21,13,8221,0.852766087
31343,2014/03/31,314,8,7848,0.893233945
31344,2014/03/31,277,5,9287,0.754772262
31345,2014/03/31,153,10,12653,0.553928713
31346,2014/03/31,337,7,7400,0.947027027
31347,2014/03/31,135,8,7041,0.995256356
31348,2014/03/31,37,8,12297,0.5698495570000001
31349,2014/03/31,160,10,7960,0.8803115579999999
31350,2014/03/31,580,5,9567,0.732376921
31351,2014/03/31,227,3,7695,0.910515919
31352,2014/03/31,24,12,9121,0.7681394579999999
31353,2014/03/31,36,9,13079,0.535665571
31354,2014/03/31,6,9,8268,0.847325835
31355,2014/03/31,49,7,9380,0.7468667379999999
31356,2014/03/31,69,9,10648,0.657922615
31357,2014/03/31,232,7,9005,0.777950028
31358,2014/03/31,79,6,8833,0.7930850220000001
31359,2014/03/31,398,4,7989,0.876780573
31360,2014/03/31,186,10,10588,0.661379864
31361,2014/03/31,68,8,12655,0.553348084
31362,2014/03/31,1,11,9162,0.7643080109999999
31363,2014/03/31,175,7,12943,0.541032218
31364,2014/03/31,214,7,9779,0.7160793540000001
31365,2014/03/31,33,7,9126,0.767307692
31366,2014/03/31,421,4,11920,0.587437081
31367,2014/03/31,9,7,8159,0.8582142420000001
31368,2014/03/31,145,7,15568,0.44977261
31369,2014/03/31,280,12,10275,0.681445255
31370,2014/03/31,83,7,8984,0.779354408
31371,2014/03/31,45,7,10604,0.660278197
31372,2014/03/31,253,4,8124,0.8618266859999999
31373,2014/03/31,1,11,14285,0.490095205
31374,2014/03/31,231,10,11840,0.591277872
31375,2014/03/31,77,4,11470,0.610322581
31376,2014/03/31,71,9,8697,0.8049212370000001
31377,2014/03/31,263,6,11698,0.598367242
31378,2014/03/31,146,4,8202,0.8533942940000001
31379,2014/03/31,326,7,9756,0.717455925
31380,2014/03/31,106,4,7782,0.899429453
31381,2014/03/31,7,12,10561,0.662739324
31382,2014/03/31,509,7,7498,0.93344892
31383,2014/03/31,160,8,8641,0.8099432940000001
31384,2014/03/31,132,14,10383,0.674054705
31385,2014/03/31,472,7,8530,0.820416178
31386,2014/03/31,47,9,7520,0.930518617
31387,2014/03/31,285,12,7357,0.95110507
31388,2014/03/31,123,8,9458,0.7397726790000001
31389,2014/03/31,77,7,10748,0.650974135
31390,2014/03/31,199,12,10016,0.698496406
31391,2014/03/31,1,7,11481,0.6093641670000001
31392,2014/03/31,577,5,9182,0.761876497
31393,2014/03/31,196,7,10736,0.651596498
31394,2014/03/31,163,3,11321,0.6178482470000001
31395,2014/03/31,428,3,10236,0.683333333
31396,2014/03/31,94,11,6495,1.076882217
31397,2014/03/31,47,8,9333,0.74940105
31398,2014/03/31,47,7,10320,0.6777267440000001
31399,2014/03/31,579,6,11085,0.6309517370000001
31400,2014/03/31,73,7,12841,0.544664746
31401,2014/03/31,169,6,14110,0.495666903
31402,2014/03/31,559,3,6718,1.041053885
31403,2014/03/31,197,8,10852,0.6444554
31404,2014/03/31,48,7,8503,0.822443843
31405,2014/03/31,35,10,13798,0.506814031
31406,2014/03/31,108,5,10241,0.6827946490000001
31407,2014/03/31,7,7,7732,0.904336524
31408,2014/03/31,6,8,10757,0.650009296
31409,2014/03/31,20,8,13012,0.537277129
31410,2014/03/31,7,6,11598,0.602745301
31411,2014/03/31,22,7,9492,0.73645807
31412,2014/03/31,9,6,7722,0.90524864
31413,2014/03/31,125,9,9627,0.726107822
31414,2014/03/31,541,4,6990,1.0
31415,2014/03/31,7,7,9740,0.717620123
31416,2014/03/31,580,5,8802,0.794058169
31417,2014/03/31,533,6,7466,0.936070185
31418,2014/03/31,402,4,7764,0.9
31419,2014/03/31,238,8,7979,0.875736308
31420,2014/03/31,45,8,10184,0.6861007459999999
31421,2014/03/31,169,6,11707,0.596836081
31422,2014/03/31,451,6,7147,0.977633972
31423,2014/03/31,87,4,8626,0.81
31424,2014/03/31,22,11,10128,0.6898321479999999
31425,2014/03/31,12,6,12592,0.5547752539999999
31426,2014/03/31,567,10,9544,0.731936295
31427,2014/03/31,17,2,9869,0.70778397
31428,2014/03/31,36,10,13855,0.504125586
31429,2014/03/31,361,4,10062,0.694116478
31430,2014/03/31,156,5,9575,0.72936188
31431,2014/03/31,69,8,11844,0.5896352579999999
31432,2014/03/31,26,8,9775,0.7143815859999999
31433,2014/03/31,522,5,9835,0.71
31434,2014/03/31,4,7,10514,0.664133536
31435,2014/03/31,457,3,8379,0.833333333
31436,2014/03/31,28,8,9286,0.751901788
31437,2014/03/31,74,11,11902,0.586568644
31438,2014/03/31,162,12,11607,0.6014611870000001
31439,2014/03/31,192,10,10332,0.6756581490000001
31440,2014/03/31,72,7,9111,0.766168368
31441,2014/03/31,188,5,9431,0.740133602
31442,2014/03/31,280,13,9824,0.7104947070000001
31443,2014/03/31,155,12,7996,0.872867684
31444,2014/03/31,207,6,10026,0.69601935
31445,2014/03/31,56,8,9991,0.698450606
31446,2014/03/31,151,4,9946,0.701608687
31447,2014/03/31,462,10,7945,0.8783008179999999
31448,2014/03/31,236,10,10849,0.643194764
31449,2014/03/31,81,3,9690,0.72
31450,2014/03/31,43,8,9353,0.745929648
31451,2014/03/31,71,7,7473,0.933576877
31452,2014/03/31,16,9,8950,0.7794357540000001
31453,2014/03/31,103,12,9306,0.749609929
31454,2014/03/31,127,7,5973,1.167816842
31455,2014/03/31,481,9,13946,0.500157751
31456,2014/03/31,32,13,8574,0.81343247
31457,2014/03/31,23,6,8597,0.8111562170000001
31458,2014/03/31,57,12,9739,0.716032447
31459,2014/03/31,678,3,7651,0.911436414
31460,2014/03/31,523,6,10085,0.6914328209999999
31461,2014/03/31,283,8,8102,0.860577635
31462,2014/03/31,160,6,8274,0.842652889
31463,2014/03/31,34,7,9800,0.7114285709999999
31464,2014/03/31,21,8,9196,0.7581404959999999
31465,2014/03/31,11,7,10553,0.660589406
31466,2014/03/31,176,4,8627,0.8080514659999999
31467,2014/03/31,459,8,11761,0.592725959
31468,2014/03/31,169,5,10279,0.6781642179999999
31469,2014/03/31,131,6,7940,0.8779219140000001
31470,2014/03/31,13,14,16507,0.422266917
31471,2014/03/31,272,11,9919,0.702725073
31472,2014/03/31,27,9,9237,0.754562087
31473,2014/03/31,223,4,10364,0.6725
31474,2014/03/31,7,9,6811,1.0232961390000002
31475,2014/03/31,403,6,8566,0.813641139
31476,2014/03/31,143,7,10261,0.67920573
31477,2014/03/31,71,7,9979,0.6983445229999999
31478,2014/03/31,660,3,7167,0.972275708
31479,2014/03/31,246,7,10052,0.6932043370000001
31480,2014/03/31,161,12,8831,0.7890204959999999
31481,2014/03/31,4,9,13044,0.5341774
31482,2014/03/31,138,5,7913,0.880427145
31483,2014/03/31,246,4,9288,0.75
31484,2014/03/31,438,4,9288,0.75
31485,2014/03/31,205,4,9288,0.75
31486,2014/03/31,466,4,9288,0.75
31487,2014/03/31,152,4,7291,0.955397065
31488,2014/03/31,266,8,11974,0.581729581
31489,2014/03/31,205,7,7927,0.8786047690000001
31490,2014/03/31,326,10,10112,0.688706487
31491,2014/03/31,120,11,10057,0.6924321370000001
31492,2014/03/31,548,6,8985,0.775030607
31493,2014/03/31,22,7,7382,0.943327012
31494,2014/03/31,142,6,9183,0.758270718
31495,2014/03/31,35,10,9022,0.771784527
31496,2014/03/31,533,5,12679,0.549175803
31497,2014/03/31,4,6,8988,0.7746995990000001
31498,2014/03/31,424,6,11159,0.6239761629999999
31499,2014/03/31,137,6,8876,0.7844456959999999
31500,2014/03/31,192,5,9243,0.753294385
31501,2014/03/31,30,5,8516,0.817590418
31502,2014/03/31,543,5,9849,0.706868718
31503,2014/03/31,400,12,14747,0.472072286
31504,2014/03/31,27,7,8039,0.8658950120000001
31505,2014/03/31,34,6,9228,0.754307542
31506,2014/03/31,348,4,8891,0.7828815659999999
31507,2014/03/31,46,6,10863,0.640737365
31508,2014/03/31,343,4,10675,0.652018735
31509,2014/03/31,22,11,11899,0.584902933
31510,2014/03/31,201,8,13030,0.534041443
31511,2014/03/31,306,4,8196,0.849011713
31512,2014/03/31,4,6,8382,0.830150322
31513,2014/03/31,323,9,11442,0.608136689
31514,2014/03/31,11,8,8169,0.85178602
31515,2014/03/31,3,9,9424,0.738299024
31516,2014/03/31,215,6,12804,0.543333333
31517,2014/03/31,379,10,9440,0.736938559
31518,2014/03/31,47,10,10886,0.639046482
31519,2014/03/31,54,8,10545,0.659687055
31520,2014/03/31,8,13,13570,0.512616802
31521,2014/03/31,126,9,13825,0.503132007
31522,2014/03/31,293,4,8640,0.805068287
31523,2014/03/31,77,8,12680,0.548562303
31524,2014/03/31,141,11,9286,0.749058798
31525,2014/03/31,5,15,17334,0.401250144
31526,2014/03/31,327,4,10304,0.675
31527,2014/03/31,198,8,12776,0.5443800879999999
31528,2014/03/31,50,9,13920,0.499622845
31529,2014/03/31,26,11,11478,0.605888657
31530,2014/03/31,194,7,8254,0.842538163
31531,2014/03/31,107,4,11379,0.611124879
31532,2014/03/31,3,9,13738,0.506073664
31533,2014/03/31,125,9,9544,0.7284524309999999
31534,2014/03/31,203,5,6606,1.052325159
31535,2014/03/31,42,6,10353,0.671450787
31536,2014/03/31,45,7,12464,0.557711008
31537,2014/03/31,312,11,11499,0.6044960429999999
31538,2014/03/31,179,8,8868,0.7838046909999999
31539,2014/03/31,394,8,9587,0.724997392
31540,2014/03/31,189,3,10025,0.6933017459999999
31541,2014/03/31,44,2,8476,0.82
31542,2014/03/31,407,14,10936,0.6355248720000001
31543,2014/03/31,254,7,13943,0.498387721
31544,2014/03/31,14,7,10163,0.683701663
31545,2014/03/31,483,5,9177,0.75713196
31546,2014/03/31,165,7,11246,0.61780722
31547,2014/03/31,141,7,19528,0.35576044700000004
31548,2014/03/31,28,5,10290,0.67511759
31549,2014/03/31,7,5,9841,0.705917082
31550,2014/03/31,32,10,10487,0.662395347
31551,2014/03/31,356,5,9483,0.7325213540000001
31552,2014/03/31,491,4,10585,0.656239962
31553,2014/03/31,35,5,8988,0.7728126390000001
31554,2014/03/31,81,5,10676,0.650620082
31555,2014/03/31,22,10,9600,0.7234875
31556,2014/03/31,49,6,9202,0.7547337540000001
31557,2014/03/31,234,7,12489,0.556093362
31558,2014/03/31,280,6,8368,0.8299402490000001
31559,2014/03/31,165,8,7650,0.907830065
31560,2014/03/31,41,9,11210,0.619485281
31561,2014/03/31,166,7,14979,0.463593698
31562,2014/03/31,324,6,15576,0.445794813
31563,2014/03/31,257,4,4668,1.487487147
31564,2014/03/31,243,6,9017,0.769870245
31565,2014/03/31,155,4,6381,1.087843598
31566,2014/03/31,96,9,10501,0.660941815
31567,2014/03/31,85,3,5087,1.36427757
31568,2014/03/31,316,11,10654,0.651342219
31569,2014/03/31,5,13,13117,0.528930396
31570,2014/03/31,293,8,9693,0.7157598270000001
31571,2014/03/31,47,7,8387,0.827207583
31572,2014/03/31,20,10,9615,0.7214862190000001
31573,2014/03/31,91,13,11984,0.578856809
31574,2014/03/31,384,12,7226,0.959936341
31575,2014/03/31,125,7,11371,0.610002638
31576,2014/03/31,415,10,10651,0.6511689039999999
31577,2014/03/31,377,10,9178,0.75567117
31578,2014/03/31,36,8,13885,0.499476413
31579,2014/03/31,113,14,16266,0.426307021
31580,2014/03/31,184,4,10294,0.673586555
31581,2014/03/31,184,12,8756,0.791794198
31582,2014/03/31,535,6,7404,0.936345219
31583,2014/03/31,138,11,7984,0.86815506
31584,2014/03/31,64,5,9263,0.748219799
31585,2014/03/31,12,12,9614,0.720891408
31586,2014/03/31,36,13,10986,0.630811032
31587,2014/03/31,81,7,6240,1.110461538
31588,2014/03/31,2,11,9747,0.7108987379999999
31589,2014/03/31,207,10,9277,0.7469030940000001
31590,2014/03/31,21,6,8503,0.8148288840000001
31591,2014/03/31,266,9,9255,0.7485964340000001
31592,2014/03/31,403,6,11074,0.625605021
31593,2014/03/31,258,11,11790,0.587536896
31594,2014/03/31,165,6,12183,0.568580809
31595,2014/03/31,6,6,10476,0.661218022
31596,2014/03/31,131,8,8792,0.7878548679999999
31597,2014/03/31,3,3,10334,0.670208051
31598,2014/03/31,190,3,8596,0.8056677520000001
31599,2014/03/31,242,11,8737,0.7926610959999999
31600,2014/03/31,42,8,18362,0.37714737
31601,2014/03/31,13,5,7635,0.90702685
31602,2014/03/31,165,5,8288,0.835542954
31603,2014/03/31,74,5,16030,0.4320000000000001
31604,2014/03/31,42,6,9112,0.759896839
31605,2014/03/31,72,4,7868,0.88
31606,2014/03/31,342,6,9759,0.7094476890000001
31607,2014/03/31,377,7,9911,0.6985420240000001
31608,2014/03/31,426,4,11011,0.628757606
31609,2014/03/31,123,5,8740,0.792086957
31610,2014/03/31,133,8,7967,0.8688929329999999
31611,2014/03/31,163,8,7594,0.911459047
31612,2014/03/31,231,8,13428,0.515427465
31613,2014/03/31,82,14,8176,0.846521526
31614,2014/03/31,103,8,10401,0.6653206420000001
31615,2014/03/31,241,6,9595,0.721189161
31616,2014/03/31,95,14,10194,0.6788041990000001
31617,2014/03/31,71,6,13143,0.526458952
31618,2014/03/31,161,7,11293,0.612683964
31619,2014/03/31,102,8,6726,1.028666369
31620,2014/03/31,84,6,7896,0.876215805
31621,2014/03/31,17,12,10499,0.658972283
31622,2014/03/31,246,7,13348,0.518303866
31623,2014/03/31,643,3,10365,0.667342016
31624,2014/03/31,65,8,9573,0.722486159
31625,2014/03/31,93,4,7489,0.923509147
31626,2014/03/31,50,5,7833,0.882946508
31627,2014/03/31,10,8,14239,0.485713884
31628,2014/03/31,272,6,9294,0.744127394
31629,2014/03/31,277,7,8255,0.837613568
31630,2014/03/31,17,12,9368,0.7380582840000001
31631,2014/03/31,14,11,13630,0.50724358
31632,2014/03/31,74,5,10275,0.6727708029999999
31633,2014/03/31,4,6,6876,1.005270506
31634,2014/03/31,322,7,11825,0.584503171
31635,2014/03/31,112,4,10718,0.64486658
31636,2014/03/31,19,7,10952,0.631081081
31637,2014/03/31,3,5,8631,0.8007866990000001
31638,2014/03/31,281,7,9115,0.758189797
31639,2014/03/31,83,8,10024,0.68943336
31640,2014/03/31,122,10,9557,0.72300722
31641,2014/03/31,28,8,9688,0.71321635
31642,2014/03/31,181,6,10159,0.6801240279999999
31643,2014/03/31,17,10,12539,0.551024005
31644,2014/03/31,149,11,12256,0.563730418
31645,2014/03/31,88,5,9015,0.7663294509999999
31646,2014/03/31,169,6,12022,0.574644818
31647,2014/03/31,518,8,7982,0.8654472559999999
31648,2014/03/31,151,14,12370,0.5584324979999999
31649,2014/03/31,89,5,9314,0.741609405
31650,2014/03/31,41,8,12498,0.552632421
31651,2014/03/31,88,5,10488,0.658515446
31652,2014/03/31,34,3,8526,0.81
31653,2014/03/31,112,7,10892,0.634013955
31654,2014/03/31,265,7,8866,0.778884503
31655,2014/03/31,309,8,10365,0.666222865
31656,2014/03/31,146,9,10722,0.644025368
31657,2014/03/31,388,3,11508,0.6
31658,2014/03/31,398,4,15344,0.45
31659,2014/03/31,278,10,8399,0.8220812
31660,2014/03/31,20,9,13136,0.525605207
31661,2014/03/31,179,6,7368,0.937071118
31662,2014/03/31,14,10,13717,0.503326529
31663,2014/03/31,14,8,8680,0.79540553
31664,2014/03/31,82,8,8903,0.7754610809999999
31665,2014/03/31,130,12,50758,0.136016589
31666,2014/03/31,391,5,7699,0.89670087
31667,2014/03/31,18,10,11703,0.589890626
31668,2014/03/31,374,4,7670,0.8999739240000001
31669,2014/03/31,5,11,10782,0.640163235
31670,2014/03/31,291,5,8946,0.7715235859999999
31671,2014/03/31,58,8,8095,0.852613959
31672,2014/03/31,149,7,9444,0.7308238029999999
31673,2014/03/31,28,8,10998,0.627490453
31674,2014/03/31,204,12,9507,0.725833596
31675,2014/03/31,2,9,11052,0.624308722
31676,2014/03/31,448,4,8500,0.811705882
31677,2014/03/31,127,11,17572,0.392602436
31678,2014/03/31,21,5,12336,0.5592363810000001
31679,2014/03/31,169,8,11712,0.5890283470000001
31680,2014/03/31,22,12,11555,0.596977066
31681,2014/03/31,10,9,11466,0.601596895
31682,2014/03/31,277,9,9644,0.71523849
31683,2014/03/31,264,10,10477,0.658344946
31684,2014/03/31,99,7,11514,0.599050721
31685,2014/03/31,167,6,9245,0.746023797
31686,2014/03/31,75,6,11021,0.6257835039999999
31687,2014/03/31,39,10,8098,0.85165473
31688,2014/03/31,2,7,8336,0.827329655
31689,2014/03/31,247,6,10136,0.6803887129999999
31690,2014/03/31,4,10,8245,0.8364050940000001
31691,2014/03/31,194,6,9741,0.707910892
31692,2014/03/31,76,5,9951,0.6929675409999999
31693,2014/03/31,99,19,9987,0.6904626009999999
31694,2014/03/31,57,12,10769,0.640295292
31695,2014/03/31,187,5,9679,0.712392809
31696,2014/03/31,16,8,10474,0.658198396
31697,2014/03/31,7,17,12670,0.54409708
31698,2014/03/31,16,6,8889,0.7754798070000001
31699,2014/03/31,15,10,11515,0.5986217979999999
31700,2014/03/31,44,6,9261,0.744222006
31701,2014/03/31,333,6,9163,0.752171778
31702,2014/03/31,123,3,4694,1.468287175
31703,2014/03/31,186,8,9696,0.710799299
31704,2014/03/31,407,5,10448,0.659638208
31705,2014/03/31,557,5,5815,1.1851418740000002
31706,2014/03/31,43,10,10853,0.6349765039999999
31707,2014/03/31,127,8,9098,0.7574455920000001
31708,2014/03/31,148,7,10682,0.645087999
31709,2014/03/31,197,6,8803,0.7827638309999999
31710,2014/03/31,120,6,9909,0.695386013
31711,2014/03/31,115,6,8711,0.791011365
31712,2014/03/31,74,8,10294,0.669361764
31713,2014/03/31,149,8,9929,0.693907745
31714,2014/03/31,69,7,7475,0.921709699
31715,2014/03/31,121,11,11092,0.6211404620000001
31716,2014/03/31,153,8,7163,0.961814882
31717,2014/03/31,224,11,11435,0.602473983
31718,2014/03/31,38,6,7011,0.982543146
31719,2014/03/31,584,4,7550,0.912357616
31720,2014/03/31,164,9,9872,0.6977522290000001
31721,2014/03/31,18,13,13966,0.49315194
31722,2014/03/31,98,13,12166,0.5660874570000001
31723,2014/03/31,241,6,11904,0.578527386
31724,2014/03/31,421,8,9705,0.7096084490000001
31725,2014/03/31,361,7,5314,1.295954084
31726,2014/03/31,118,5,8461,0.813891975
31727,2014/03/31,75,8,7556,0.911372419
31728,2014/03/31,110,4,7808,0.881949283
31729,2014/03/31,9,14,18031,0.381903943
31730,2014/03/31,77,22,12429,0.554022045
31731,2014/03/31,248,7,7276,0.946348268
31732,2014/03/31,71,8,11650,0.591041202
31733,2014/03/31,121,7,9448,0.728789162
31734,2014/03/31,120,6,11487,0.599399321
31735,2014/03/31,147,8,9015,0.7636982809999999
31736,2014/03/31,111,8,15048,0.4575
31737,2014/03/31,304,5,8163,0.8433627340000001
31738,2014/03/31,206,4,8490,0.8108775029999999
31739,2014/03/31,6,5,11435,0.602
31740,2014/03/31,80,10,12453,0.552762387
31741,2014/03/31,5,7,9749,0.706018053
31742,2014/03/31,32,9,9759,0.70526181
31743,2014/03/31,39,11,9330,0.737650589
31744,2014/03/31,15,6,10936,0.629317849
31745,2014/03/31,285,12,7882,0.8731349909999999
31746,2014/03/31,1,9,9535,0.721765076
31747,2014/03/31,68,8,10730,0.641324324
31748,2014/03/31,238,9,11817,0.582272997
31749,2014/03/31,30,9,13393,0.5137512129999999
